Task ID,TF1,TF2,TF3,TF4,TF5,TF6,TF7,TF8,TF9,TF10,TF11,TF12,TF13,TF14,TF15,TF16,TF17,TF18,TF19,TF20,TF21,TF22,TF23,TF24,TF25,TF26,TF27,TF28,TF29,TF30,TF31,TF32,TF33,TF34,TF35,TF36,TF37,TF38,TF39,TF40,TF41,TF42,TF43,TF44,TF45,TF46,TF47,TF48,TF49,TF50,TF51,TF52,TF53,TF54,TF55,TF56,TF57,TF58,TF59,TF60,TF61,TF62,TF63,TF64,TF65,TF66,TF67,TF68,TF69,TF70,TF71,TF72,TF73,TF74,TF76,TF77,TF78,TF80,TF81,TF82,TF83,TF85,TF86,TF87,TF89,TF90,TF91,TF93,TF94,TF95,TF97,TF98,TF99,TF101,TF102,TF103,TF105,TF106,TF107,TF109,TF110,TF111,TF113,TF114,TF115,TF116
2021 04 08,1," 6,571 "," 565,795,026 "," 2,108.00 ",32%," 112,740,584 ",20%," 2,372.00 ",0.36," 186,626,530 ",0.33,1530,0.23," 116,330,708 ",0.21," 1,296.57 ",292.27,1.220368234," 2,200 ",44.0,106.82,26.91,154," 3,673,993.68 "," 6,243,192.53 "," 50,251,295.00 "," 49,999.00 ",42.67,83.26,633,1,11.63,21.205,88,1,513," 57,738,879 ",0.08,0.1,5144," 361,448,048 ",0.78,0.64,1003," 98,060,782 ",0.15,0.17,4654," 321,126,145 ",0.71,0.57,914,0.14," 146,608,099 ",0.26,5657,0.86," 419,186,927 ",0.74,2710,0.48," 203,203,680 ",0.48,0.52," 215,983,247 ",0.52,3.06,15.84,4,38,-118,137.36,114.71,574," 10,235,802.66 "," 10,508,246.42 "," 53,287,188.00 ",74,466.62,407.88,1341," 38,081,114.55 "," 36,392,491.61 "," 116,835,116.00 ",258.67,289.73,1053," 22,905,671.69 "," 26,786,289.55 "," 89,849,502.00 ",276.18,217.09,698," 20,930,205.01 "," 18,202,890.54 "," 61,824,774.00 ",2.18,12.8,159," 483,823.15 "," 2,755,478.44 "," 34,428,218.00 ",521,0.07928778,22042256,0.04
2021 04 12,1," 6,240 "," 559,394,884 "," 1,911.00 ",31%," 108,156,420 ",19%," 2,344.00 ",0.38," 189,319,509 ",0.34,1529,0.25," 120,965,654 ",0.22," 1,286.92 ",281.82,1.093418462," 2,200 ",44.0,106.68,27.27,155," 3,608,999.25 "," 5,698,145.70 "," 36,103,653.00 "," 73,467.00 ",40.26,73.7,429,1,9.37,17.638,88,1,509," 60,995,619 ",0.08,0.11,4855," 348,391,433 ",0.78,0.62,989," 101,577,560 ",0.16,0.18,4375," 307,809,492 ",0.7,0.55,876,0.14," 150,007,832 ",0.27,5364,0.86," 409,387,052 ",0.73,2602,0.49," 203,327,670 ",0.5,0.51," 206,059,382 ",0.5,3.31,16.56,4,37,-119,111.63,78.04,343," 8,197,303.06 "," 7,200,536.51 "," 33,072,778.00 ",74,407.79,389.18,1298," 34,566,187.82 "," 36,252,263.10 "," 121,255,331.00 ",207.36,247.9,1027," 19,089,331.72 "," 24,100,213.25 "," 92,031,308.00 ",230.07,183.59,589," 17,751,518.57 "," 15,994,445.40 "," 55,210,289.00 ",2.6,14.3,172," 574,441.76 "," 3,056,329.28 "," 36,260,384.00 ",298,0.04775641,11295293,0.02
2021 04 20,1," 6,231 "," 573,773,014 "," 2,036.00 ",33%," 116,006,512 ",20%," 2,357.00 ",0.38," 190,933,121 ",0.33,1558,0.25," 125,068,556 ",0.22," 1,274.36 ",269.22,1.19418235," 2,200 ",757.0,107.98,25.91,157," 3,654,605.18 "," 5,939,432.46 "," 33,222,259.00 "," 24,229.00 ",39.69,74.05,419,1,9.48,17.589,88,1,444," 55,343,374 ",0.07,0.1,5075," 375,636,156 ",0.81,0.65,1016," 101,638,517 ",0.16,0.18,4503," 329,341,013 ",0.72,0.57,703,0.11," 142,192,373 ",0.25,5528,0.89," 431,580,641 ",0.75,2671,0.48," 205,193,264 ",0.48,0.52," 226,387,377 ",0.52,3.72,17.17,5,36,-120,117.97,85.02,402," 9,097,428.27 "," 7,958,787.33 "," 41,458,116.00 ",79,431.28,413.85,1364," 36,695,985.61 "," 37,367,890.54 "," 122,683,430.00 ",219.96,266.87,1097," 20,463,299.01 "," 25,702,171.89 "," 95,259,955.00 ",246.94,197.08,612," 19,552,650.75 "," 17,160,794.47 "," 57,498,120.00 ",2.27,12.68,151," 518,635.97 "," 2,913,760.69 "," 35,370,794.00 ",549,0.088107848,29732844,0.05
2021 04 22,1," 6,558 "," 589,399,801 "," 2,359.00 ",36%," 137,414,469 ",23%," 2,444.00 ",0.37," 196,447,076 ",0.33,1643,0.25," 128,637,747 ",0.22," 1,283.99 ",280.6,1.266039628," 2,200 ",757.0,107.61,26.38,157," 3,754,138.86 "," 6,205,753.14 "," 40,863,890.00 "," 24,229.00 ",41.77,76.87,432,1,10.02,18.68,88,1,460," 54,601,277 ",0.07,0.09,5273," 387,202,394 ",0.8,0.66,1070," 104,406,743 ",0.16,0.18,4663," 337,396,928 ",0.71,0.57,816,0.12," 146,995,019 ",0.25,5742,0.88," 442,404,782 ",0.75,2844,0.5," 212,800,435 ",0.48,0.5," 229,604,347 ",0.52,9557.53,62238.36,3,414939,-120,124.99,90.67,429," 9,797,726.51 "," 8,997,027.73 "," 47,034,521.00 ",78,447.36,431.16,1400," 38,128,268.53 "," 38,843,234.77 "," 125,257,270.00 ",228.12,281.74,1149," 21,502,605.29 "," 27,167,124.18 "," 98,265,381.00 ",260.71,210.23,660," 20,657,653.23 "," 18,439,316.21 "," 62,619,189.00 ",2.59,15.09,194," 552,453.75 "," 2,992,551.63 "," 36,900,442.00 ",236,0.035986581,13026695,0.02
2021 04 28,1," 6,399 "," 595,659,167 "," 2,365.00 ",37%," 147,463,962 ",25%," 2,401.00 ",0.38," 193,533,235 ",0.32,1623,0.25," 130,061,763 ",0.22," 1,274.89 ",266.84,1.190401965," 2,200 ",757.0,108.35,25.91,158," 3,769,994.73 "," 6,166,417.11 "," 42,682,639.00 "," 53,567.00 ",40.5,73.62,447,1,10.14,18.884,88,1,493," 55,607,925 ",0.08,0.09,5124," 392,707,149 ",0.8,0.66,1045," 102,550,306 ",0.16,0.17,4572," 345,764,768 ",0.71,0.58,781,0.12," 146,944,133 ",0.25,5618,0.88," 448,715,034 ",0.75,2753,0.49," 209,452,933 ",0.47,0.51," 239,262,101 ",0.53,6487.85,51467.99,3,414938,-121,123.11,95.86,433," 9,849,977.47 "," 9,420,964.97 "," 47,553,460.00 ",71,444.08,425.38,1372," 37,970,443.23 "," 37,692,589.44 "," 123,869,629.00 ",231.95,280.04,1204," 21,732,959.89 "," 27,057,649.33 "," 99,766,767.00 ",255.74,209.3,672," 20,591,000.04 "," 18,469,766.60 "," 63,391,972.00 ",1.91,10.8,122," 471,439.63 "," 2,809,201.17 "," 34,519,517.00 ",260,0.040631349,11474100,0.02
2021 05 05,1," 6,404 "," 608,631,219 "," 2,183.00 ",34%," 131,370,995 ",22%," 2,321.00 ",0.36," 191,787,331 ",0.32,1607,0.25," 126,413,588 ",0.21," 1,291.84 ",289.12,1.281632139," 2,200 ",785.5,107.11,26.93,159," 3,827,869.30 "," 6,214,226.83 "," 37,365,119.00 "," 53,567.00 ",40.28,71.12,410,1,9.72,18.258,88,1,477," 53,248,523 ",0.07,0.09,5022," 387,676,258 ",0.78,0.64,1035," 100,536,426 ",0.16,0.17,4464," 340,388,355 ",0.7,0.56,904,0.14," 167,306,478 ",0.27,5500,0.86," 441,324,741 ",0.73,2635,0.48," 204,160,960 ",0.46,0.52," 237,163,781 ",0.54,4.32,17.26,6,34,-122,117.57,91.27,455," 9,510,923.92 "," 8,802,003.23 "," 46,323,626.00 ",74,430.32,407.02,1345," 37,923,486.96 "," 37,240,816.09 "," 122,160,386.00 ",225.24,274.39,1170," 21,429,201.74 "," 26,569,376.39 "," 97,730,953.00 ",252.94,203.96,638," 20,454,158.57 "," 17,912,638.46 "," 62,363,768.00 ",3.09,16.89,189," 652,623.07 "," 3,338,909.58 "," 38,721,718.00 ",223,0.034821986,8709491,0.01
2021 05 06,3," 6,670 "," 622,416,646 "," 2,339.00 ",35%," 137,952,845 ",22%," 2,411.00 ",0.36," 197,694,479 ",0.32,1645,0.25," 127,862,102 ",0.21," 1,290.97 ",286.23,1.26970198," 2,200 ",785.5,107.48,26.88,159," 3,914,570.10 "," 6,408,272.15 "," 40,882,163.00 "," 53,567.00 ",41.95,75.66,492,1,10.13,18.801,88,1,502," 55,606,614 ",0.08,0.09,5258," 397,863,126 ",0.79,0.64,1089," 104,790,335 ",0.16,0.17,4671," 348,679,405 ",0.7,0.56,909,0.14," 168,546,946 ",0.27,5761,0.86," 453,869,700 ",0.73,2721,0.47," 210,694,597 ",0.46,0.53," 243,175,103 ",0.54,4.6,16.95,6,34,-122,126.53,103.18,511," 10,087,125.44 "," 9,569,624.28 "," 48,627,145.00 ",72,446.63,419.5,1377," 38,954,998.36 "," 38,079,310.98 "," 124,033,206.00 ",235.15,282.27,1171," 22,146,404.05 "," 27,309,000.97 "," 99,266,274.00 ",267.51,217.0,655," 21,369,867.26 "," 18,732,396.92 "," 64,496,934.00 ",2.98,16.57,189," 626,583.56 "," 3,274,134.46 "," 38,721,718.00 ",218,0.032683658,8547648,0.01
2021 05 13,2," 6,968 "," 637,300,998 "," 2,533.00 ",36%," 147,754,513 ",23%," 2,316.00 ",0.33," 187,052,118 ",0.29,1640,0.24," 125,338,710 ",0.2," 1,300.79 ",272.91,1.134367466," 2,200 ",785.5,106.02,27.29,160," 3,983,131.24 "," 6,821,431.73 "," 45,647,009.00 "," 22,790.00 ",43.55,81.76,551,1,10.65,19.326,88,1,504," 53,189,945 ",0.07,0.08,5493," 410,089,643 ",0.79,0.64,1064," 98,538,812 ",0.15,0.15,4933," 364,740,776 ",0.71,0.57,970,0.14," 173,621,450 ",0.27,5998,0.86," 463,679,548 ",0.73,2707,0.45," 204,337,729 ",0.44,0.55," 259,341,819 ",0.56,18393.86,79182.24,4000,414936,0,131.66,107.02,559," 10,547,584.51 "," 10,282,260.30 "," 53,418,039.00 ",66,421.6,369.3,1258," 36,677,667.93 "," 34,426,285.57 "," 114,111,333.00 ",218.3,264.49,1006," 20,537,074.95 "," 25,785,373.07 "," 88,051,419.00 ",263.0,205.42,688," 21,071,051.61 "," 18,161,247.12 "," 69,131,649.00 ",3.75,18.99,203," 704,170.45 "," 3,452,265.47 "," 41,083,092.00 ",179,0.025688863,9242451,0.01
2021 05 20,3," 6,557 "," 623,508,278 "," 2,435.00 ",37%," 144,127,403 ",23%," 2,213.00 ",0.34," 181,151,695 ",0.29,1483,0.23," 117,703,383 ",0.19," 1,292.70 ",262.69,1.0576597," 2,200 ",785.5,106.91,26.39,162," 3,848,816.53 "," 6,603,639.69 "," 50,472,597.00 "," 16,551.00 ",40.48,80.31,606,1,11.52,20.459,88,1,486," 49,887,735 ",0.07,0.08,5246," 404,186,930 ",0.8,0.65,1020," 96,036,551 ",0.16,0.15,4712," 358,038,114 ",0.72,0.57,824,0.13," 169,033,653 ",0.27,5733,0.87," 454,474,625 ",0.73,2579,0.45," 198,692,622 ",0.44,0.55," 255,782,003 ",0.56,22304.67,88376.02,4000,414935,0,132.38,113.1,569," 10,937,169.97 "," 11,156,543.42 "," 57,471,163.00 ",76,416.43,356.11,1178," 36,614,316.31 "," 33,571,823.54 "," 108,000,524.00 ",218.91,259.32,955," 21,046,770.81 "," 26,047,861.28 "," 87,419,637.00 ",262.46,204.86,707," 21,417,868.89 "," 18,627,217.66 "," 73,492,850.00 ",2.33,13.0,152," 570,686.68 "," 3,216,443.09 "," 38,333,149.00 ",282,0.043007473,12307220,0.02
2021 05 24,2," 5,943 "," 590,561,193 "," 2,202.00 ",37%," 132,916,910 ",23%," 1,896.00 ",0.32," 162,442,724 ",0.28,1330,0.22," 108,926,617 ",0.18," 1,300.02 ",266.14,1.099460949," 2,200 ",785.5,107.03,26.28,165," 3,579,158.75 "," 6,063,861.77 "," 41,844,404.00 "," 21,488.00 ",36.02,72.88,512,1,11.11,19.58,88,1,452," 47,330,408 ",0.08,0.08,4807," 377,416,045 ",0.81,0.64,869," 83,927,957 ",0.15,0.14,4390," 340,818,496 ",0.74,0.58,683,0.11," 165,414,780 ",0.28,5260,0.89," 425,146,413 ",0.72,2314,0.44," 182,099,389 ",0.43,0.56," 243,047,024 ",0.57,25740.02,95149.42,4000,414934,0,121.19,101.19,503," 10,065,831.14 "," 9,703,279.46 "," 49,920,822.00 ",75,372.16,308.14,1016," 33,557,167.96 "," 30,303,121.12 "," 99,350,385.00 ",189.7,226.79,751," 18,783,686.79 "," 23,345,942.61 "," 78,908,989.00 ",239.57,181.38,623," 19,795,302.29 "," 16,715,651.72 "," 65,649,064.00 ",2.21,12.08,119," 571,973.15 "," 3,279,942.21 "," 37,619,418.00 ",623,0.104829211,32935409,0.06
2021 05 31,3," 5,511 "," 561,787,632 "," 1,911.00 ",35%," 119,269,939 ",21%," 1,751.00 ",0.32," 151,327,962 ",0.27,1236,0.22," 104,403,782 ",0.19," 1,301.18 ",255.43,0.870921396," 2,200 ",785.5,106.3,27.19,163," 3,446,549.89 "," 5,655,250.89 "," 34,108,099.00 "," 20,408.00 ",33.81,67.09,464,1,10.51,18.663,88,1,335," 40,590,030 ",0.06,0.07,4453," 355,076,804 ",0.81,0.63,702," 73,498,038 ",0.13,0.13,4086," 322,168,796 ",0.74,0.57,722,0.13," 165,720,838 ",0.29,4789,0.87," 396,066,794 ",0.71,2026,0.42," 165,092,166 ",0.42,0.58," 230,974,628 ",0.58,4632.96,27198.48,4000,414933,0,104.44,79.71,408," 8,540,419.47 "," 7,373,150.52 "," 37,059,534.00 ",81,334.31,281.03,953," 30,095,052.10 "," 26,720,083.65 "," 91,276,909.00 ",170.97,196.67,623," 16,636,115.26 "," 19,710,362.98 "," 64,927,892.00 ",206.84,152.63,510," 16,925,018.92 "," 13,489,336.47 "," 50,628,000.00 ",2.8,14.7,165," 641,062.66 "," 3,409,946.06 "," 36,111,700.00 ",400,0.072582109,18718911,0.03
2021 06 01,2," 5,376 "," 557,050,221 "," 1,928.00 ",36%," 120,980,459 ",22%," 1,680.00 ",0.31," 147,791,911 ",0.27,1211,0.23," 102,932,924 ",0.18," 1,302.20 ",254.42,0.898265791," 2,200 ",785.5,106.65,26.69,163," 3,417,486.02 "," 5,576,536.73 "," 33,255,729.00 "," 20,408.00 ",32.98,66.34,463,1,10.78,18.816,88,1,328," 39,295,842 ",0.06,0.07,4394," 353,352,226 ",0.82,0.63,696," 73,118,751 ",0.13,0.13,4026," 319,529,317 ",0.75,0.57,653,0.12," 164,002,193 ",0.29,4723,0.88," 393,048,028 ",0.71,1961,0.42," 162,854,417 ",0.41,0.58," 230,193,611 ",0.59,3213.6,18747.66,4000,414933,0,101.76,76.91,409," 8,314,993.59 "," 7,090,062.47 "," 35,979,344.00 ",83,317.6,261.2,890," 28,798,593.22 "," 25,457,985.45 "," 88,059,877.00 ",164.03,191.38,629," 15,944,057.13 "," 19,103,060.75 "," 63,845,104.00 ",200.56,145.83,514," 16,428,413.38 "," 12,975,337.04 "," 50,476,244.00 ",2.2,12.21,151," 592,893.68 "," 3,338,549.35 "," 36,111,700.00 ",270,0.050223214,12256672,0.02
2021 06 08,7," 5,457 "," 567,426,365 "," 1,802.00 ",33%," 126,077,492 ",22%," 1,699.00 ",0.31," 146,154,343 ",0.26,1188,0.22," 103,246,801 ",0.18," 1,318.02 ",281.48,1.031996166," 2,200 ",758.5,105.21,27.62,162," 3,502,631.88 "," 5,430,178.83 "," 32,524,400.00 "," 21,027.00 ",33.69,64.41,425,1,10.37,18.406,88,1,361," 43,611,021 ",0.07,0.08,4299," 351,909,729 ",0.79,0.62,712," 76,909,407 ",0.13,0.14,3948," 318,611,343 ",0.72,0.56,796,0.15," 171,505,655 ",0.3,4661,0.85," 395,920,710 ",0.7,2012,0.43," 160,381,265 ",0.41,0.57," 235,539,445 ",0.59,3723.89,23071.7,4000,414932,0,98.4,73.51,377," 8,060,142.94 "," 6,809,048.58 "," 38,512,077.00 ",78,324.61,269.94,936," 30,007,144.48 "," 25,459,357.32 "," 88,325,159.00 ",163.22,189.61,601," 16,365,527.54 "," 19,151,395.18 "," 67,640,855.00 ",200.97,145.11,485," 17,044,883.53 "," 13,188,323.40 "," 54,654,250.00 ",3.34,15.43,141," 747,261.82 "," 3,700,714.30 "," 40,356,191.00 ",389,0.071284589,19303258,0.03
2021 06 14,2," 5,572 "," 575,081,011 "," 1,831.00 ",33%," 119,868,715 ",21%," 1,761.00 ",0.32," 150,656,381 ",0.26,1198,0.22," 105,316,830 ",0.18," 1,321.73 ",297.59,1.084194867," 2,200 ",757.0,105.35,27.79,159," 3,616,861.70 "," 5,646,108.22 "," 34,533,500.00 "," 24,228.00 ",35.04,66.16,461,1,10.36,18.904,88,1,382," 44,343,163 ",0.07,0.08,4332," 349,919,984 ",0.78,0.61,791," 82,664,915 ",0.14,0.14,3923," 311,598,232 ",0.7,0.54,857,0.15," 180,417,904 ",0.31,4715,0.85," 394,663,107 ",0.69,1963,0.42," 157,206,732 ",0.4,0.58," 237,456,375 ",0.6,5738.74,34404.46,4000,414931,0,101.95,79.48,419," 8,621,584.23 "," 7,533,122.62 "," 39,516,690.00 ",79,334.55,281.2,965," 31,187,589.65 "," 26,853,123.75 "," 91,773,155.00 ",175.73,201.47,834," 17,219,816.07 "," 20,050,723.09 "," 68,538,084.00 ",203.22,149.24,521," 17,461,448.02 "," 13,625,035.30 "," 55,396,432.00 ",4.21,21.16,222," 947,208.45 "," 4,614,417.10 "," 46,857,524.00 ",308,0.055276382,15437626,0.03
2021 06 17,2," 6,022 "," 588,421,985 "," 2,220.00 ",37%," 140,406,985 ",24%," 1,933.00 ",0.32," 157,252,438 ",0.27,1335,0.22," 109,960,524 ",0.19," 1,308.30 ",284.46,1.125612604," 2,200 ",757.0,106.91,26.55,159," 3,700,767.20 "," 5,796,505.09 "," 40,526,030.00 "," 24,228.00 ",37.87,75.31,589,1,11.4,20.345,88,1,438," 45,799,414 ",0.07,0.08,4789," 364,562,399 ",0.8,0.62,878," 85,040,101 ",0.15,0.14,4349," 325,321,712 ",0.72,0.55,794,0.13," 177,660,212 ",0.3,5228,0.87," 410,761,773 ",0.7,2145,0.41," 162,301,565 ",0.4,0.59," 248,460,208 ",0.6,17893.63,78250.23,4000,414931,0,120.86,101.72,501," 9,371,504.64 "," 8,215,695.18 "," 42,494,282.00 ",83,395.07,336.38,1107," 33,913,854.63 "," 29,028,990.38 "," 94,540,459.00 ",215.03,240.3,970," 19,320,084.27 "," 21,758,466.31 "," 73,897,761.00 ",241.2,183.7,635," 19,211,399.93 "," 15,015,622.97 "," 58,943,501.00 ",3.23,17.72,208," 781,345.24 "," 4,117,146.90 "," 46,059,833.00 ",150,0.024908668,6406445,0.01
2021 06 21,2," 5,610 "," 568,254,242 "," 2,036.00 ",36%," 128,982,219 ",23%," 1,817.00 ",0.32," 151,298,708 ",0.27,1226,0.22," 105,595,515 ",0.19," 1,305.13 ",281.56,1.091915466," 2,200 ",757.0,107.17,26.7,159," 3,573,926.05 "," 5,545,933.15 "," 38,498,782.00 "," 20,612.00 ",35.28,69.84,557,1,11.56,20.511,88,1,400," 42,501,358 ",0.07,0.07,4469," 350,551,061 ",0.8,0.62,830," 82,122,781 ",0.15,0.14,4039," 310,929,638 ",0.72,0.55,740,0.13," 174,801,863 ",0.31,4870,0.87," 393,452,379 ",0.69,2006,0.41," 155,113,736 ",0.39,0.59," 238,338,643 ",0.61,4215.43,24638.74,4000,414930,0,112.98,97.29,482," 8,887,625.92 "," 7,837,638.21 "," 41,070,170.00 ",79,369.61,316.94,1044," 32,467,093.97 "," 27,846,913.86 "," 90,661,574.00 ",202.67,226.82,807," 18,579,168.94 "," 20,812,377.99 "," 68,632,872.00 ",226.0,174.33,601," 18,286,943.60 "," 14,230,625.44 "," 56,126,333.00 ",2.76,14.7,165," 723,823.33 "," 3,905,988.10 "," 43,578,892.00 ",494,0.088057041,23088323,0.04
2021 06 24,1," 7,154 "," 647,686,309 "," 3,108.00 ",43%," 180,043,058 ",28%," 2,241.00 ",0.31," 172,247,135 ",0.27,1565,0.22," 120,476,703 ",0.19," 1,321.30 ",295.72,1.058594258," 2,200 ",64.5,106.04,27.06,161," 4,022,896.33 "," 6,591,557.63 "," 51,372,564.00 "," 24,228.00 ",44.43,96.68,882,1,12.3,20.906,88,1,500," 46,915,840 ",0.07,0.07,5521," 402,826,405 ",0.77,0.62,973," 88,355,581 ",0.14,0.14,5048," 361,386,664 ",0.71,0.56,1133,0.16," 197,944,064 ",0.31,6021,0.84," 449,742,245 ",0.69,2220,0.37," 166,299,719 ",0.37,0.63," 283,442,526 ",0.63,18436.7,79002.15,4000,414930,0,149.58,135.63,609," 10,468,542.46 "," 9,319,535.90 "," 47,489,102.00 ",76,451.22,377.29,1209," 36,757,744.12 "," 30,791,963.59 "," 98,247,508.00 ",258.14,291.48,1044," 21,610,384.15 "," 24,040,084.21 "," 79,317,579.00 ",279.12,222.19,783," 20,807,484.51 "," 16,437,660.49 "," 65,632,591.00 ",4.06,21.57,242," 846,108.04 "," 4,170,146.26 "," 47,405,167.00 ",217,0.030332681,11968940,0.02
2021 06 30,1," 6,582 "," 619,027,242 "," 2,802.00 ",43%," 164,269,236 ",27%," 2,170.00 ",0.33," 168,459,824 ",0.27,1408,0.21," 109,050,112 ",0.18," 1,302.42 ",276.65,0.927371482," 2,200 ",64.5,107.33,26.34,162," 3,821,155.81 "," 6,372,631.01 "," 50,075,454.00 "," 23,948.00 ",40.63,89.64,792,1,12.43,21.091,88,1,459," 44,068,583 ",0.07,0.07,5195," 384,786,778 ",0.79,0.62,914," 84,583,783 ",0.14,0.14,4740," 344,271,578 ",0.72,0.56,928,0.14," 190,171,881 ",0.31,5654,0.86," 428,855,361 ",0.69,2134,0.38," 161,518,417 ",0.38,0.62," 267,336,944 ",0.62,6819.0,42053.35,4000,414929,0,145.65,128.25,574," 10,476,947.53 "," 9,439,044.38 "," 47,044,599.00 ",79,451.07,380.78,1229," 36,771,923.12 "," 30,819,497.65 "," 98,844,702.00 ",259.63,287.87,1063," 21,775,755.99 "," 24,043,299.51 "," 80,007,305.00 ",275.17,214.28,721," 20,823,698.38 "," 16,445,801.99 "," 64,961,691.00 ",2.97,15.51,170," 700,458.40 "," 3,862,610.00 "," 43,160,444.00 ",196,0.029778183,8487431,0.01
2021 07 08,3," 6,862 "," 672,721,394 "," 2,923.00 ",43%," 175,942,497 ",26%," 2,134.00 ",0.31," 170,972,686 ",0.25,1427,0.21," 110,820,981 ",0.16," 1,308.43 ",273.29,0.995115113," 2,200 ",757.0,107.62,25.84,163," 4,127,125.12 "," 7,344,296.15 "," 60,308,430.00 "," 49,088.00 ",42.1,97.25,875,1,12.91,21.825,88,1,424," 41,980,008 ",0.06,0.06,5554," 438,260,315 ",0.81,0.65,896," 86,095,359 ",0.13,0.13,5082," 394,144,964 ",0.74,0.59,884,0.13," 192,481,071 ",0.29,5978,0.87," 480,240,323 ",0.71,2132,0.36," 165,973,080 ",0.35,0.64," 314,267,243 ",0.65,8070.3,45873.38,4000,414928,0,160.81,147.58,666," 12,265,851.52 "," 11,830,259.77 "," 58,027,387.00 ",79,474.6,384.46,1213," 41,816,105.49 "," 35,705,110.83 "," 118,744,306.00 ",278.93,308.04,1010," 24,334,201.46 "," 27,531,173.63 "," 101,514,056.00 ",295.23,230.67,819," 25,044,736.38 "," 22,259,360.93 "," 85,335,256.00 ",2.87,16.17,182," 708,512.71 "," 3,959,856.60 "," 48,048,007.00 ",327,0.047653745,14932801,0.02
2021 07 15,1," 7,077 "," 732,315,744 "," 3,109.00 ",44%," 185,001,012 ",25%," 2,147.00 ",0.3," 174,635,122 ",0.24,1491,0.21," 117,648,498 ",0.16," 1,311.04 ",271.87,0.991118963," 2,200 ",757.0,107.42,25.61,166," 4,411,540.63 "," 8,249,603.85 "," 63,713,403.00 "," 45,580.00 ",42.63,101.08,937,1,13.2,22.36,88,1,465," 44,405,336 ",0.07,0.06,5716," 491,978,707 ",0.81,0.67,979," 91,059,773 ",0.14,0.12,5202," 445,324,270 ",0.74,0.61,896,0.13," 195,931,701 ",0.27,6181,0.87," 536,384,043 ",0.73,2179,0.35," 169,682,645 ",0.32,0.65," 366,701,398 ",0.68,15888.23,70822.8,4000,414927,0,169.3,158.71,706," 12,755,417.80 "," 12,305,614.98 "," 60,537,726.00 ",86,471.78,387.56,1194," 45,952,164.24 "," 44,712,626.00 "," 158,694,593.00 ",273.57,307.82,1025," 24,589,714.21 "," 29,942,509.43 "," 135,365,057.00 ",303.31,244.38,871," 29,310,250.90 "," 32,161,582.94 "," 125,533,983.00 ",2.27,13.32,164," 624,676.32 "," 3,758,023.30 "," 46,637,495.00 ",428,0.060477604,22163732,0.03
2021 07 19,1," 7,193 "," 769,905,777 "," 3,133.00 ",44%," 182,439,893 ",24%," 2,061.00 ",0.29," 169,743,460 ",0.22,1470,0.2," 116,690,643 ",0.15," 1,331.02 ",288.26,1.057077521," 2,200 ",757.0,105.38,26.93,165," 4,666,095.62 "," 8,361,447.06 "," 60,481,482.00 "," 20,528.00 ",43.59,98.84,886,1,12.43,21.549,88,1,479," 53,187,181 ",0.07,0.07,5663," 492,357,989 ",0.79,0.64,976," 95,865,425 ",0.14,0.12,5166," 449,679,745 ",0.72,0.58,1051,0.15," 224,360,607 ",0.29,6142,0.85," 545,545,170 ",0.71,2190,0.36," 183,674,914 ",0.34,0.64," 361,870,256 ",0.66,5803.29,35964.45,4000,414926,0,158.17,146.3,656," 12,512,919.19 "," 11,635,532.46 "," 57,095,157.00 ",85,440.64,357.09,1107," 44,481,248.48 "," 41,809,024.04 "," 154,281,947.00 ",249.25,286.95,967," 23,370,016.73 "," 28,597,619.95 "," 127,277,291.00 ",281.35,221.8,806," 27,796,178.81 "," 29,027,534.76 "," 117,632,370.00 ",3.73,20.84,271," 925,769.49 "," 4,789,167.82 "," 53,490,521.00 ",1028,0.142916725,49969391,0.06
2021 07 22,1," 7,295 "," 756,583,604 "," 3,344.00 ",46%," 190,686,622 ",25%," 1,991.00 ",0.27," 164,750,236 ",0.22,1518,0.21," 117,837,679 ",0.16," 1,321.52 ",259.38,0.897465772," 2,200 ",757.0,105.61,25.9,165," 4,585,355.18 "," 8,200,772.45 "," 64,076,906.00 "," 45,580.00 ",44.21,104.21,936,1,12.84,22.022,88,1,473," 53,405,153 ",0.06,0.07,5853," 482,923,245 ",0.8,0.64,938," 93,604,121 ",0.13,0.12,5388," 442,724,277 ",0.74,0.59,969,0.13," 220,255,206 ",0.29,6326,0.87," 536,328,398 ",0.71,2157,0.34," 179,808,117 ",0.34,0.66," 356,520,281 ",0.66,9281.79,50916.05,4000,414926,0,165.27,157.22,691," 12,621,452.28 "," 12,275,516.56 "," 59,458,949.00 ",84,418.44,336.88,1095," 40,436,205.76 "," 38,195,789.63 "," 143,143,252.00 ",235.75,286.4,997," 21,813,939.33 "," 27,963,940.03 "," 116,307,168.00 ",279.34,226.85,838," 25,932,603.08 "," 26,529,999.29 "," 106,835,346.00 ",2.62,14.35,155," 719,306.15 "," 4,291,204.24 "," 47,657,313.00 ",422,0.057847841,22214244,0.03
